101,08783	101,08783	100.00	74	0	0	1	74	1	74	1e-52	  154
101,08783	33583,08783	95.95	74	3	0	1	74	1	74	2e-50	  148
101,08783	12204,08783	94.59	74	4	0	1	74	1	74	1e-49	  146
101,08783	12148,08783	90.54	74	7	0	1	74	1	74	4e-48	  142
101,08783	36191,08783	83.78	74	12	0	1	74	1	74	2e-44	  132
101,08783	41838,08783	79.73	74	15	0	1	74	1	74	1e-43	  130
101,08783	13325,08783	79.73	74	15	0	1	74	1	74	2e-43	  130
101,08783	19709,08783	78.38	74	16	0	1	74	1	74	7e-43	  129
101,08783	33507,08783	78.38	74	16	0	1	74	1	74	4e-42	  127
101,08783	46732,08783	70.27	74	22	0	1	74	1	74	2e-40	  122
101,08783	34573,08783	74.32	74	19	0	1	74	1	74	6e-40	  121
101,08783	4871,08783	71.62	74	21	0	1	74	1	74	2e-38	  117
101,08783	10699,08783	70.27	74	22	0	1	74	1	74	3e-38	  117
101,08783	11631,08783	70.27	74	22	0	1	74	1	74	3e-38	  117
101,08783	4778,08783	70.27	74	22	0	1	74	1	74	3e-38	  117
101,08783	11769,08783	68.92	74	23	0	1	74	1	74	4e-38	  117
101,08783	18382,08783	71.62	74	19	1	1	74	1	72	5e-37	  114
101,08783	40715,08783	68.92	74	23	0	1	74	1	74	5e-37	  114
101,08783	16865,08783	62.16	74	28	0	1	74	1	74	7e-34	  105
101,08783	26862,08783	63.01	73	27	0	1	73	1	73	6e-33	  103
101,08783	33247,08783	60.81	74	29	0	1	74	1	74	5e-32	  101
101,08783	47258,08783	60.81	74	29	0	1	74	1	74	4e-31	99.0
101,08783	36779,08783	56.76	74	32	0	1	74	1	74	7e-30	95.9
101,08783	26638,08783	56.76	74	32	0	1	74	1	74	3e-29	94.4
101,08783	5327,08783	51.35	74	36	0	1	74	1	74	3e-28	91.7
101,08783	13102,08783	58.11	74	30	1	1	74	1	73	3e-28	91.7
101,08783	24108,08783	54.05	74	34	0	1	74	1	74	4e-27	88.6
101,08783	39820,08783	48.65	74	38	0	1	74	1	74	4e-27	88.6
101,08783	16127,08783	54.05	74	34	0	1	74	1	74	6e-27	88.2
101,08783	15951,08783	52.70	74	35	0	1	74	1	74	1e-26	87.4
101,08783	17739,08783	51.35	74	36	0	1	74	1	74	1e-26	87.4
101,08783	4867,08783	52.70	74	35	0	1	74	1	74	2e-26	87.0
101,08783	36093,08783	53.95	76	33	1	1	74	1	76	2e-26	86.7
101,08783	21380,08783	55.41	74	33	0	1	74	1	74	3e-26	86.7
101,08783	34334,08783	52.70	74	35	0	1	74	1	74	3e-26	86.7
101,08783	40546,08783	52.70	74	35	0	1	74	1	74	6e-26	85.9
101,08783	36327,08783	52.70	74	35	0	1	74	1	74	9e-26	85.5
101,08783	10820,08783	51.35	74	36	0	1	74	1	74	9e-26	85.5
101,08783	22413,08783	51.35	74	35	1	1	74	1	73	3e-25	84.0
101,08783	18115,08783	51.35	74	35	1	1	74	1	73	9e-25	82.4
101,08783	11673,08783	50.00	70	35	0	5	74	1	70	2e-24	82.0
101,08783	18603,08783	50.00	74	37	0	1	74	1	74	3e-24	81.3
101,08783	15359,08783	50.00	76	36	1	1	74	1	76	9e-24	80.1
101,08783	21553,08783	45.95	74	40	0	1	74	1	74	1e-23	80.1
101,08783	41227,08783	45.95	74	40	0	1	74	1	74	2e-23	79.3
101,08783	4529,08783	48.65	74	37	1	1	74	1	73	2e-23	79.3
101,08783	21518,08783	45.95	74	40	0	1	74	1	74	2e-23	79.0
101,08783	46526,08783	47.30	74	39	0	1	74	1	74	3e-23	78.6
101,08783	742,08783	50.00	74	36	1	1	74	1	73	3e-23	78.6
101,08783	3815,08783	48.65	74	37	1	1	74	1	73	5e-23	78.2
101,08783	22624,08783	45.24	84	36	1	1	74	1	84	5e-23	78.2
101,08783	20129,08783	48.65	74	38	0	1	74	1	74	6e-23	78.2
101,08783	14161,08783	48.65	74	37	1	1	74	1	73	8e-23	77.8
101,08783	14698,08783	47.30	74	39	0	1	74	1	74	9e-23	77.4
101,08783	207,08783	48.65	74	37	1	1	74	1	73	1e-22	77.4
101,08783	36540,08783	47.30	74	39	0	1	74	1	74	1e-22	77.0
101,08783	6423,08783	45.95	74	40	0	1	74	1	74	1e-22	77.0
101,08783	46319,08783	48.65	74	37	1	1	74	1	73	2e-22	77.0
101,08783	45809,08783	46.67	75	39	1	1	74	1	75	3e-22	76.3
101,08783	17996,08783	45.95	74	40	0	1	74	1	74	3e-22	76.3
101,08783	46550,08783	48.65	74	37	1	1	74	1	73	3e-22	75.9
101,08783	45912,08783	45.95	74	40	0	1	74	1	74	8e-22	75.1
101,08783	24117,08783	45.33	75	40	1	1	74	1	75	1e-21	74.7
101,08783	12494,08783	47.30	74	38	1	1	74	1	73	2e-21	74.3
101,08783	34428,08783	46.67	75	39	1	1	74	1	75	2e-21	74.3
101,08783	42087,08783	56.76	74	28	2	1	74	1	70	3e-21	73.6
101,08783	45469,08783	45.95	74	39	1	1	74	1	73	4e-21	73.2
101,08783	4121,08783	48.65	74	38	0	1	74	1	74	4e-21	73.2
101,08783	33313,08783	42.86	84	38	1	1	74	1	84	4e-21	73.6
101,08783	26430,08783	44.59	74	41	0	1	74	1	74	4e-21	73.2
101,08783	30967,08783	55.41	74	29	2	1	74	1	70	5e-21	72.8
101,08783	47105,08783	45.95	74	39	1	1	74	1	73	5e-21	72.8
101,08783	3909,08783	45.95	74	40	0	1	74	1	74	5e-21	72.8
101,08783	14685,08783	45.95	74	39	1	1	74	1	73	9e-21	72.4
101,08783	46821,08783	47.30	74	38	1	1	74	1	73	1e-20	72.0
101,08783	12961,08783	45.95	74	40	0	1	74	1	74	1e-20	72.0
101,08783	43523,08783	49.37	79	33	2	1	73	1	78	1e-20	72.0
101,08783	33452,08783	47.30	74	39	0	1	74	1	74	1e-20	72.0
101,08783	22699,08783	45.95	74	40	0	1	74	1	74	2e-20	71.6
101,08783	29359,08783	43.24	74	42	0	1	74	1	74	2e-20	71.6
101,08783	19699,08783	43.24	74	42	0	1	74	1	74	2e-20	71.6
101,08783	15897,08783	44.59	74	41	0	1	74	1	74	2e-20	71.6
101,08783	17759,08783	50.00	74	34	1	1	74	1	71	2e-20	71.2
101,08783	16327,08783	40.79	76	43	1	1	74	1	76	2e-20	71.2
101,08783	9054,08783	44.59	74	41	0	1	74	1	74	2e-20	71.2
101,08783	18983,08783	43.24	74	41	1	1	74	1	73	2e-20	71.2
101,08783	23698,08783	43.24	74	42	0	1	74	1	74	3e-20	70.9
